year, name,zone,tech,value
2048,ev_cap_exo,13,61,0
2049,ev_cap_exo,13,61,0
2050,ev_cap_exo,13,61,0
2020,ev_cap_exo,13,70,30
2021,ev_cap_exo,13,70,30
2022,ev_cap_exo,13,70,30
2023,ev_cap_exo,13,70,30
2024,ev_cap_exo,13,70,30
2025,ev_cap_exo,13,70,30
2026,ev_cap_exo,13,70,30
2027,ev_cap_exo,13,70,30
2028,ev_cap_exo,13,70,30
2029,ev_cap_exo,13,70,30
2030,ev_cap_exo,13,70,30
2031,ev_cap_exo,13,70,30
2032,ev_cap_exo,13,70,30
2033,ev_cap_exo,13,70,30
2034,ev_cap_exo,13,70,30
2035,ev_cap_exo,13,70,30
2036,ev_cap_exo,13,70,30
2037,ev_cap_exo,13,70,30
2038,ev_cap_exo,13,70,30
2039,ev_cap_exo,13,70,30
2040,ev_cap_exo,13,70,30
2041,ev_cap_exo,13,70,30
2042,ev_cap_exo,13,70,30
2043,ev_cap_exo,13,70,30
2044,ev_cap_exo,13,70,30
2045,ev_cap_exo,13,70,30
2046,ev_cap_exo,13,70,30
2047,ev_cap_exo,13,70,30
2048,ev_cap_exo,13,70,30
2049,ev_cap_exo,13,70,30
2050,ev_cap_exo,13,70,30
2020,ev_cap_exo,14,50,2542
2021,ev_cap_exo,14,50,2542
2022,ev_cap_exo,14,50,2542
2023,ev_cap_exo,14,50,2542
2024,ev_cap_exo,14,50,2542
2025,ev_cap_exo,14,50,2542
2026,ev_cap_exo,14,50,2542
2027,ev_cap_exo,14,50,2542
2028,ev_cap_exo,14,50,2542
2029,ev_cap_exo,14,50,2542
2030,ev_cap_exo,14,50,2542
2031,ev_cap_exo,14,50,2542
2032,ev_cap_exo,14,50,2542
2033,ev_cap_exo,14,50,2542
2034,ev_cap_exo,14,50,2542
2035,ev_cap_exo,14,50,2542
2036,ev_cap_exo,14,50,2542
2037,ev_cap_exo,14,50,2542
2038,ev_cap_exo,14,50,2542
2039,ev_cap_exo,14,50,2542
2040,ev_cap_exo,14,50,2542
2041,ev_cap_exo,14,50,2542
2042,ev_cap_exo,14,50,2542
2043,ev_cap_exo,14,50,2542
2044,ev_cap_exo,14,50,2542
2045,ev_cap_exo,14,50,2542
2046,ev_cap_exo,14,50,2542
2047,ev_cap_exo,14,50,2542
2048,ev_cap_exo,14,50,2542
2049,ev_cap_exo,14,50,2542
2050,ev_cap_exo,14,50,2542
2020,ev_cap_exo,14,51,833
2021,ev_cap_exo,14,51,833
2022,ev_cap_exo,14,51,833
2023,ev_cap_exo,14,51,833
2024,ev_cap_exo,14,51,833
2025,ev_cap_exo,14,51,833
2026,ev_cap_exo,14,51,833
2027,ev_cap_exo,14,51,833
2028,ev_cap_exo,14,51,833
2029,ev_cap_exo,14,51,833
2030,ev_cap_exo,14,51,833
2031,ev_cap_exo,14,51,833
2032,ev_cap_exo,14,51,833
2033,ev_cap_exo,14,51,833
2034,ev_cap_exo,14,51,833
2035,ev_cap_exo,14,51,833
2036,ev_cap_exo,14,51,833
2037,ev_cap_exo,14,51,833
2038,ev_cap_exo,14,51,833
2039,ev_cap_exo,14,51,833
2040,ev_cap_exo,14,51,833
2041,ev_cap_exo,14,51,833
2042,ev_cap_exo,14,51,833
2043,ev_cap_exo,14,51,833
2044,ev_cap_exo,14,51,833
2045,ev_cap_exo,14,51,833
2046,ev_cap_exo,14,51,833
2047,ev_cap_exo,14,51,833
2048,ev_cap_exo,14,51,833
2049,ev_cap_exo,14,51,833
2050,ev_cap_exo,14,51,833
2020,ev_cap_exo,14,52,6
2021,ev_cap_exo,14,52,6
2022,ev_cap_exo,14,52,6
2023,ev_cap_exo,14,52,6
2024,ev_cap_exo,14,52,6
2025,ev_cap_exo,14,52,6
2026,ev_cap_exo,14,52,6
2027,ev_cap_exo,14,52,6
2028,ev_cap_exo,14,52,6
2029,ev_cap_exo,14,52,6
2030,ev_cap_exo,14,52,6
2031,ev_cap_exo,14,52,6
2032,ev_cap_exo,14,52,6
2033,ev_cap_exo,14,52,6
2034,ev_cap_exo,14,52,6
2035,ev_cap_exo,14,52,6
2036,ev_cap_exo,14,52,6
2037,ev_cap_exo,14,52,6
2038,ev_cap_exo,14,52,6
2039,ev_cap_exo,14,52,6
2040,ev_cap_exo,14,52,6
2041,ev_cap_exo,14,52,6
2042,ev_cap_exo,14,52,6
2043,ev_cap_exo,14,52,6
2044,ev_cap_exo,14,52,6
2045,ev_cap_exo,14,52,6
2046,ev_cap_exo,14,52,6
2047,ev_cap_exo,14,52,6
2048,ev_cap_exo,14,52,6
2049,ev_cap_exo,14,52,6
2050,ev_cap_exo,14,52,6
2020,ev_cap_exo,14,53,65
2021,ev_cap_exo,14,53,65
2022,ev_cap_exo,14,53,65
2023,ev_cap_exo,14,53,65
2024,ev_cap_exo,14,53,65
2025,ev_cap_exo,14,53,65
2026,ev_cap_exo,14,53,65
2027,ev_cap_exo,14,53,65
2028,ev_cap_exo,14,53,65
2029,ev_cap_exo,14,53,65
2030,ev_cap_exo,14,53,65
2031,ev_cap_exo,14,53,65
2032,ev_cap_exo,14,53,65
2033,ev_cap_exo,14,53,65
2034,ev_cap_exo,14,53,65
2035,ev_cap_exo,14,53,65
2036,ev_cap_exo,14,53,65
2037,ev_cap_exo,14,53,65
2038,ev_cap_exo,14,53,65
2039,ev_cap_exo,14,53,65
2040,ev_cap_exo,14,53,65
2041,ev_cap_exo,14,53,65
2042,ev_cap_exo,14,53,65
2043,ev_cap_exo,14,53,65
2044,ev_cap_exo,14,53,65
2045,ev_cap_exo,14,53,65
2046,ev_cap_exo,14,53,65
2047,ev_cap_exo,14,53,65
2048,ev_cap_exo,14,53,65
2049,ev_cap_exo,14,53,65
2050,ev_cap_exo,14,53,65
2020,ev_cap_exo,14,60,62
2021,ev_cap_exo,14,60,62
2022,ev_cap_exo,14,60,62
2023,ev_cap_exo,14,60,62
2024,ev_cap_exo,14,60,62
2025,ev_cap_exo,14,60,62
2026,ev_cap_exo,14,60,62
2027,ev_cap_exo,14,60,62
2028,ev_cap_exo,14,60,62
2029,ev_cap_exo,14,60,62
2030,ev_cap_exo,14,60,62
2031,ev_cap_exo,14,60,62
2032,ev_cap_exo,14,60,62
2033,ev_cap_exo,14,60,62
2034,ev_cap_exo,14,60,62
2035,ev_cap_exo,14,60,62
2036,ev_cap_exo,14,60,62
2037,ev_cap_exo,14,60,62
2038,ev_cap_exo,14,60,62
2039,ev_cap_exo,14,60,62
2040,ev_cap_exo,14,60,62
2041,ev_cap_exo,14,60,62
2042,ev_cap_exo,14,60,62
2043,ev_cap_exo,14,60,62
2044,ev_cap_exo,14,60,62
2045,ev_cap_exo,14,60,62
2046,ev_cap_exo,14,60,62
2047,ev_cap_exo,14,60,62
2048,ev_cap_exo,14,60,62
2049,ev_cap_exo,14,60,62
2050,ev_cap_exo,14,60,62
2020,ev_cap_exo,14,61,1
2021,ev_cap_exo,14,61,1
2022,ev_cap_exo,14,61,1
2023,ev_cap_exo,14,61,1
2024,ev_cap_exo,14,61,1
2025,ev_cap_exo,14,61,1
2026,ev_cap_exo,14,61,1
2027,ev_cap_exo,14,61,1
2028,ev_cap_exo,14,61,1
2029,ev_cap_exo,14,61,1
2030,ev_cap_exo,14,61,1
2031,ev_cap_exo,14,61,1
2032,ev_cap_exo,14,61,1
2033,ev_cap_exo,14,61,1
2034,ev_cap_exo,14,61,1
2035,ev_cap_exo,14,61,1
2036,ev_cap_exo,14,61,1
2037,ev_cap_exo,14,61,1
2038,ev_cap_exo,14,61,1
2039,ev_cap_exo,14,61,1
2040,ev_cap_exo,14,61,1
2041,ev_cap_exo,14,61,1
2042,ev_cap_exo,14,61,1
2043,ev_cap_exo,14,61,1
2044,ev_cap_exo,14,61,1
2045,ev_cap_exo,14,61,1
2046,ev_cap_exo,14,61,1
2047,ev_cap_exo,14,61,1
2048,ev_cap_exo,14,61,1
2049,ev_cap_exo,14,61,1
2050,ev_cap_exo,14,61,1
2020,ev_cap_exo,14,70,204
2021,ev_cap_exo,14,70,204
2022,ev_cap_exo,14,70,204
2023,ev_cap_exo,14,70,204
2024,ev_cap_exo,14,70,204
2025,ev_cap_exo,14,70,204
2026,ev_cap_exo,14,70,204
2027,ev_cap_exo,14,70,204
2028,ev_cap_exo,14,70,204
2029,ev_cap_exo,14,70,204
2030,ev_cap_exo,14,70,204
2031,ev_cap_exo,14,70,204
2032,ev_cap_exo,14,70,204
2033,ev_cap_exo,14,70,204
2034,ev_cap_exo,14,70,204
2035,ev_cap_exo,14,70,204
2036,ev_cap_exo,14,70,204
2037,ev_cap_exo,14,70,204
2038,ev_cap_exo,14,70,204
2039,ev_cap_exo,14,70,204
2040,ev_cap_exo,14,70,204
2041,ev_cap_exo,14,70,204
2042,ev_cap_exo,14,70,204
2043,ev_cap_exo,14,70,204
2044,ev_cap_exo,14,70,204
2045,ev_cap_exo,14,70,204
2046,ev_cap_exo,14,70,204
2047,ev_cap_exo,14,70,204
2048,ev_cap_exo,14,70,204
2049,ev_cap_exo,14,70,204
2050,ev_cap_exo,14,70,204
2020,ev_cap_exo,15,50,363
2021,ev_cap_exo,15,50,363
2022,ev_cap_exo,15,50,363
2023,ev_cap_exo,15,50,363
2024,ev_cap_exo,15,50,363
2025,ev_cap_exo,15,50,363
2026,ev_cap_exo,15,50,363
2027,ev_cap_exo,15,50,363
2028,ev_cap_exo,15,50,363
2029,ev_cap_exo,15,50,363
2030,ev_cap_exo,15,50,363
2031,ev_cap_exo,15,50,363
2032,ev_cap_exo,15,50,363
2033,ev_cap_exo,15,50,363
2034,ev_cap_exo,15,50,363
2035,ev_cap_exo,15,50,363
2036,ev_cap_exo,15,50,363
2037,ev_cap_exo,15,50,363
2038,ev_cap_exo,15,50,363
2039,ev_cap_exo,15,50,363
2040,ev_cap_exo,15,50,363
2041,ev_cap_exo,15,50,363
2042,ev_cap_exo,15,50,363
2043,ev_cap_exo,15,50,363
2044,ev_cap_exo,15,50,363
2045,ev_cap_exo,15,50,363
2046,ev_cap_exo,15,50,363
2047,ev_cap_exo,15,50,363
2048,ev_cap_exo,15,50,363
2049,ev_cap_exo,15,50,363
2050,ev_cap_exo,15,50,363
2020,ev_cap_exo,15,51,119
2021,ev_cap_exo,15,51,119
2022,ev_cap_exo,15,51,119
2023,ev_cap_exo,15,51,119
2024,ev_cap_exo,15,51,119
2025,ev_cap_exo,15,51,119
2026,ev_cap_exo,15,51,119
2027,ev_cap_exo,15,51,119
2028,ev_cap_exo,15,51,119
2029,ev_cap_exo,15,51,119
2030,ev_cap_exo,15,51,119
2031,ev_cap_exo,15,51,119
2032,ev_cap_exo,15,51,119
2033,ev_cap_exo,15,51,119
2034,ev_cap_exo,15,51,119
2035,ev_cap_exo,15,51,119
2036,ev_cap_exo,15,51,119
2037,ev_cap_exo,15,51,119
2038,ev_cap_exo,15,51,119
2039,ev_cap_exo,15,51,119
2040,ev_cap_exo,15,51,119
2041,ev_cap_exo,15,51,119
2042,ev_cap_exo,15,51,119
2043,ev_cap_exo,15,51,119
2044,ev_cap_exo,15,51,119
2045,ev_cap_exo,15,51,119
2046,ev_cap_exo,15,51,119
2047,ev_cap_exo,15,51,119
2048,ev_cap_exo,15,51,119
2049,ev_cap_exo,15,51,119
2050,ev_cap_exo,15,51,119
2020,ev_cap_exo,15,52,0
2021,ev_cap_exo,15,52,0
2022,ev_cap_exo,15,52,0
2023,ev_cap_exo,15,52,0
2024,ev_cap_exo,15,52,0
2025,ev_cap_exo,15,52,0
2026,ev_cap_exo,15,52,0
2027,ev_cap_exo,15,52,0
2028,ev_cap_exo,15,52,0
2029,ev_cap_exo,15,52,0
2030,ev_cap_exo,15,52,0
2031,ev_cap_exo,15,52,0
2032,ev_cap_exo,15,52,0
2033,ev_cap_exo,15,52,0
2034,ev_cap_exo,15,52,0
2035,ev_cap_exo,15,52,0
2036,ev_cap_exo,15,52,0
2037,ev_cap_exo,15,52,0
2038,ev_cap_exo,15,52,0
2039,ev_cap_exo,15,52,0
2040,ev_cap_exo,15,52,0
2041,ev_cap_exo,15,52,0
2042,ev_cap_exo,15,52,0
2043,ev_cap_exo,15,52,0
2044,ev_cap_exo,15,52,0
2045,ev_cap_exo,15,52,0
2046,ev_cap_exo,15,52,0
2047,ev_cap_exo,15,52,0
2048,ev_cap_exo,15,52,0
2049,ev_cap_exo,15,52,0
2050,ev_cap_exo,15,52,0
2020,ev_cap_exo,15,53,9
2021,ev_cap_exo,15,53,9
2022,ev_cap_exo,15,53,9
2023,ev_cap_exo,15,53,9
2024,ev_cap_exo,15,53,9
2025,ev_cap_exo,15,53,9
2026,ev_cap_exo,15,53,9
2027,ev_cap_exo,15,53,9
2028,ev_cap_exo,15,53,9
2029,ev_cap_exo,15,53,9
2030,ev_cap_exo,15,53,9
2031,ev_cap_exo,15,53,9
2032,ev_cap_exo,15,53,9
2033,ev_cap_exo,15,53,9
2034,ev_cap_exo,15,53,9
2035,ev_cap_exo,15,53,9
2036,ev_cap_exo,15,53,9
2037,ev_cap_exo,15,53,9
2038,ev_cap_exo,15,53,9
2039,ev_cap_exo,15,53,9
2040,ev_cap_exo,15,53,9
2041,ev_cap_exo,15,53,9
2042,ev_cap_exo,15,53,9
2043,ev_cap_exo,15,53,9
2044,ev_cap_exo,15,53,9
2045,ev_cap_exo,15,53,9
2046,ev_cap_exo,15,53,9
2047,ev_cap_exo,15,53,9
2048,ev_cap_exo,15,53,9
2049,ev_cap_exo,15,53,9
2050,ev_cap_exo,15,53,9
2020,ev_cap_exo,15,60,9
2021,ev_cap_exo,15,60,9
2022,ev_cap_exo,15,60,9
2023,ev_cap_exo,15,60,9
2024,ev_cap_exo,15,60,9
2025,ev_cap_exo,15,60,9
2026,ev_cap_exo,15,60,9
2027,ev_cap_exo,15,60,9
2028,ev_cap_exo,15,60,9
2029,ev_cap_exo,15,60,9
2030,ev_cap_exo,15,60,9
2031,ev_cap_exo,15,60,9
2032,ev_cap_exo,15,60,9
2033,ev_cap_exo,15,60,9
2034,ev_cap_exo,15,60,9
2035,ev_cap_exo,15,60,9
2036,ev_cap_exo,15,60,9
2037,ev_cap_exo,15,60,9
2038,ev_cap_exo,15,60,9
2039,ev_cap_exo,15,60,9
2040,ev_cap_exo,15,60,9
2041,ev_cap_exo,15,60,9
2042,ev_cap_exo,15,60,9
2043,ev_cap_exo,15,60,9
2044,ev_cap_exo,15,60,9
2045,ev_cap_exo,15,60,9
2046,ev_cap_exo,15,60,9
2047,ev_cap_exo,15,60,9
2048,ev_cap_exo,15,60,9
2049,ev_cap_exo,15,60,9
2050,ev_cap_exo,15,60,9
2020,ev_cap_exo,15,61,0
2021,ev_cap_exo,15,61,0
2022,ev_cap_exo,15,61,0
2023,ev_cap_exo,15,61,0
2024,ev_cap_exo,15,61,0
2025,ev_cap_exo,15,61,0
2026,ev_cap_exo,15,61,0
2027,ev_cap_exo,15,61,0
2028,ev_cap_exo,15,61,0
2029,ev_cap_exo,15,61,0
2030,ev_cap_exo,15,61,0
2031,ev_cap_exo,15,61,0
2032,ev_cap_exo,15,61,0
2033,ev_cap_exo,15,61,0
2034,ev_cap_exo,15,61,0
2035,ev_cap_exo,15,61,0
2036,ev_cap_exo,15,61,0
2037,ev_cap_exo,15,61,0
2038,ev_cap_exo,15,61,0
2039,ev_cap_exo,15,61,0
2040,ev_cap_exo,15,61,0
2041,ev_cap_exo,15,61,0
2042,ev_cap_exo,15,61,0
2043,ev_cap_exo,15,61,0
2044,ev_cap_exo,15,61,0
2045,ev_cap_exo,15,61,0
2046,ev_cap_exo,15,61,0
2047,ev_cap_exo,15,61,0
2048,ev_cap_exo,15,61,0
2049,ev_cap_exo,15,61,0
2050,ev_cap_exo,15,61,0
2020,ev_cap_exo,15,70,29
2021,ev_cap_exo,15,70,29
2022,ev_cap_exo,15,70,29
2023,ev_cap_exo,15,70,29
2024,ev_cap_exo,15,70,29
2025,ev_cap_exo,15,70,29
2026,ev_cap_exo,15,70,29
2027,ev_cap_exo,15,70,29
2028,ev_cap_exo,15,70,29
2029,ev_cap_exo,15,70,29
2030,ev_cap_exo,15,70,29
2031,ev_cap_exo,15,70,29
2032,ev_cap_exo,15,70,29
2033,ev_cap_exo,15,70,29
2034,ev_cap_exo,15,70,29
2035,ev_cap_exo,15,70,29
2036,ev_cap_exo,15,70,29
2037,ev_cap_exo,15,70,29
2038,ev_cap_exo,15,70,29
2039,ev_cap_exo,15,70,29
2040,ev_cap_exo,15,70,29
2041,ev_cap_exo,15,70,29
2042,ev_cap_exo,15,70,29
2043,ev_cap_exo,15,70,29
2044,ev_cap_exo,15,70,29
2045,ev_cap_exo,15,70,29
2046,ev_cap_exo,15,70,29
2047,ev_cap_exo,15,70,29
2048,ev_cap_exo,15,70,29
2049,ev_cap_exo,15,70,29
2050,ev_cap_exo,15,70,29
2020,ev_cap_exo,16,50,1017
2021,ev_cap_exo,16,50,1017
2022,ev_cap_exo,16,50,1017
2023,ev_cap_exo,16,50,1017
2024,ev_cap_exo,16,50,1017
2025,ev_cap_exo,16,50,1017
2026,ev_cap_exo,16,50,1017
2027,ev_cap_exo,16,50,1017
2028,ev_cap_exo,16,50,1017
2029,ev_cap_exo,16,50,1017
2030,ev_cap_exo,16,50,1017
2031,ev_cap_exo,16,50,1017
2032,ev_cap_exo,16,50,1017
2033,ev_cap_exo,16,50,1017
2034,ev_cap_exo,16,50,1017
2035,ev_cap_exo,16,50,1017
2036,ev_cap_exo,16,50,1017
2037,ev_cap_exo,16,50,1017
2038,ev_cap_exo,16,50,1017
2039,ev_cap_exo,16,50,1017
2040,ev_cap_exo,16,50,1017
2041,ev_cap_exo,16,50,1017
2042,ev_cap_exo,16,50,1017
2043,ev_cap_exo,16,50,1017
2044,ev_cap_exo,16,50,1017
2045,ev_cap_exo,16,50,1017
2046,ev_cap_exo,16,50,1017
2047,ev_cap_exo,16,50,1017
2048,ev_cap_exo,16,50,1017
2049,ev_cap_exo,16,50,1017
2050,ev_cap_exo,16,50,1017
2020,ev_cap_exo,16,51,538
2021,ev_cap_exo,16,51,538
2022,ev_cap_exo,16,51,538
2023,ev_cap_exo,16,51,538
2024,ev_cap_exo,16,51,538
2025,ev_cap_exo,16,51,538
2026,ev_cap_exo,16,51,538
2027,ev_cap_exo,16,51,538
2028,ev_cap_exo,16,51,538
2029,ev_cap_exo,16,51,538
2030,ev_cap_exo,16,51,538
2031,ev_cap_exo,16,51,538
2032,ev_cap_exo,16,51,538
2033,ev_cap_exo,16,51,538
2034,ev_cap_exo,16,51,538
2035,ev_cap_exo,16,51,538
2036,ev_cap_exo,16,51,538
2037,ev_cap_exo,16,51,538
2038,ev_cap_exo,16,51,538
2039,ev_cap_exo,16,51,538
2040,ev_cap_exo,16,51,538
2041,ev_cap_exo,16,51,538
2042,ev_cap_exo,16,51,538
2043,ev_cap_exo,16,51,538
2044,ev_cap_exo,16,51,538
2045,ev_cap_exo,16,51,538
2046,ev_cap_exo,16,51,538
2047,ev_cap_exo,16,51,538
2048,ev_cap_exo,16,51,538
2049,ev_cap_exo,16,51,538
2050,ev_cap_exo,16,51,538
2020,ev_cap_exo,16,52,3
2021,ev_cap_exo,16,52,3
2022,ev_cap_exo,16,52,3
2023,ev_cap_exo,16,52,3
2024,ev_cap_exo,16,52,3
2025,ev_cap_exo,16,52,3
2026,ev_cap_exo,16,52,3
2027,ev_cap_exo,16,52,3
2028,ev_cap_exo,16,52,3
2029,ev_cap_exo,16,52,3
2030,ev_cap_exo,16,52,3
2031,ev_cap_exo,16,52,3
2032,ev_cap_exo,16,52,3
2033,ev_cap_exo,16,52,3
2034,ev_cap_exo,16,52,3
2035,ev_cap_exo,16,52,3
2036,ev_cap_exo,16,52,3
2037,ev_cap_exo,16,52,3
2038,ev_cap_exo,16,52,3
2039,ev_cap_exo,16,52,3
2040,ev_cap_exo,16,52,3
2041,ev_cap_exo,16,52,3
2042,ev_cap_exo,16,52,3
2043,ev_cap_exo,16,52,3
2044,ev_cap_exo,16,52,3
2045,ev_cap_exo,16,52,3
2046,ev_cap_exo,16,52,3
2047,ev_cap_exo,16,52,3
2048,ev_cap_exo,16,52,3
2049,ev_cap_exo,16,52,3
2050,ev_cap_exo,16,52,3
2020,ev_cap_exo,16,53,26
2021,ev_cap_exo,16,53,26
2022,ev_cap_exo,16,53,26
2023,ev_cap_exo,16,53,26
2024,ev_cap_exo,16,53,26
2025,ev_cap_exo,16,53,26
2026,ev_cap_exo,16,53,26
2027,ev_cap_exo,16,53,26
2028,ev_cap_exo,16,53,26
2029,ev_cap_exo,16,53,26
2030,ev_cap_exo,16,53,26
2031,ev_cap_exo,16,53,26
2032,ev_cap_exo,16,53,26
2033,ev_cap_exo,16,53,26
2034,ev_cap_exo,16,53,26
2035,ev_cap_exo,16,53,26
2036,ev_cap_exo,16,53,26
2037,ev_cap_exo,16,53,26
2038,ev_cap_exo,16,53,26
2039,ev_cap_exo,16,53,26
2040,ev_cap_exo,16,53,26
2041,ev_cap_exo,16,53,26
2042,ev_cap_exo,16,53,26
2043,ev_cap_exo,16,53,26
2044,ev_cap_exo,16,53,26
2045,ev_cap_exo,16,53,26
2046,ev_cap_exo,16,53,26
2047,ev_cap_exo,16,53,26
2048,ev_cap_exo,16,53,26
2049,ev_cap_exo,16,53,26
2050,ev_cap_exo,16,53,26
2020,ev_cap_exo,16,60,41
2021,ev_cap_exo,16,60,41
2022,ev_cap_exo,16,60,41
2023,ev_cap_exo,16,60,41
2024,ev_cap_exo,16,60,41
2025,ev_cap_exo,16,60,41
2026,ev_cap_exo,16,60,41
2027,ev_cap_exo,16,60,41
2028,ev_cap_exo,16,60,41
2029,ev_cap_exo,16,60,41
2030,ev_cap_exo,16,60,41
2031,ev_cap_exo,16,60,41
2032,ev_cap_exo,16,60,41
2033,ev_cap_exo,16,60,41
2034,ev_cap_exo,16,60,41
2035,ev_cap_exo,16,60,41
2036,ev_cap_exo,16,60,41
2037,ev_cap_exo,16,60,41
2038,ev_cap_exo,16,60,41
2039,ev_cap_exo,16,60,41
2040,ev_cap_exo,16,60,41
2041,ev_cap_exo,16,60,41
2042,ev_cap_exo,16,60,41
2043,ev_cap_exo,16,60,41
2044,ev_cap_exo,16,60,41
2045,ev_cap_exo,16,60,41
2046,ev_cap_exo,16,60,41
2047,ev_cap_exo,16,60,41
2048,ev_cap_exo,16,60,41
2049,ev_cap_exo,16,60,41
2050,ev_cap_exo,16,60,41
2020,ev_cap_exo,16,61,2
2021,ev_cap_exo,16,61,2
2022,ev_cap_exo,16,61,2
2023,ev_cap_exo,16,61,2
2024,ev_cap_exo,16,61,2
2025,ev_cap_exo,16,61,2
2026,ev_cap_exo,16,61,2
2027,ev_cap_exo,16,61,2
2028,ev_cap_exo,16,61,2
2029,ev_cap_exo,16,61,2
2030,ev_cap_exo,16,61,2
2031,ev_cap_exo,16,61,2
2032,ev_cap_exo,16,61,2
2033,ev_cap_exo,16,61,2
2034,ev_cap_exo,16,61,2
2035,ev_cap_exo,16,61,2
2036,ev_cap_exo,16,61,2
2037,ev_cap_exo,16,61,2
2038,ev_cap_exo,16,61,2
2039,ev_cap_exo,16,61,2
2040,ev_cap_exo,16,61,2
2041,ev_cap_exo,16,61,2
2042,ev_cap_exo,16,61,2
2043,ev_cap_exo,16,61,2
2044,ev_cap_exo,16,61,2
2045,ev_cap_exo,16,61,2
2046,ev_cap_exo,16,61,2
2047,ev_cap_exo,16,61,2
2048,ev_cap_exo,16,61,2
2049,ev_cap_exo,16,61,2
2050,ev_cap_exo,16,61,2
2020,ev_cap_exo,16,70,98
2021,ev_cap_exo,16,70,98
2022,ev_cap_exo,16,70,98
2023,ev_cap_exo,16,70,98
2024,ev_cap_exo,16,70,98
2025,ev_cap_exo,16,70,98
2026,ev_cap_exo,16,70,98
2027,ev_cap_exo,16,70,98
2028,ev_cap_exo,16,70,98
2029,ev_cap_exo,16,70,98
2030,ev_cap_exo,16,70,98
2031,ev_cap_exo,16,70,98
2032,ev_cap_exo,16,70,98
2033,ev_cap_exo,16,70,98
2034,ev_cap_exo,16,70,98
2035,ev_cap_exo,16,70,98
2036,ev_cap_exo,16,70,98
2037,ev_cap_exo,16,70,98
2038,ev_cap_exo,16,70,98
2039,ev_cap_exo,16,70,98
2040,ev_cap_exo,16,70,98
2041,ev_cap_exo,16,70,98
2042,ev_cap_exo,16,70,98
2043,ev_cap_exo,16,70,98
2044,ev_cap_exo,16,70,98
2045,ev_cap_exo,16,70,98
2046,ev_cap_exo,16,70,98
2047,ev_cap_exo,16,70,98
2048,ev_cap_exo,16,70,98
2049,ev_cap_exo,16,70,98
2050,ev_cap_exo,16,70,98
